# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateNewTokenForNacosJwtParser32

# Run progress: 0.00% complete, ETA 01:20:00
# Fork: 1 of 2
# Warmup Iteration   1: ≈ 10⁻⁴ ops/ns
# Warmup Iteration   2: ≈ 10⁻⁴ ops/ns
# Warmup Iteration   3: ≈ 10⁻⁴ ops/ns
# Warmup Iteration   4: ≈ 10⁻⁴ ops/ns
# Warmup Iteration   5: ≈ 10⁻⁴ ops/ns
# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateNewTokenForNacosJwtParser48

# Run progress: 56.25% complete, ETA 00:35:24
# Fork: 1 of 2
# Warmup Iteration   1: 3729.956 ns/op
# Warmup Iteration   2: 3375.842 ns/op
# Warmup Iteration   3: 3482.987 ns/op
# Warmup Iteration   4: 3446.454 ns/op
# Warmup Iteration   5: 3483.749 ns/op
Iteration   1: 3396.484 ns/op
Iteration   2: 3440.320 ns/op
Iteration   3: 3396.887 ns/op
Iteration   4: 3448.771 ns/op
Iteration   5: 3410.127 ns/op
Iteration   6: 3411.940 ns/op
Iteration   7: 3417.503 ns/op
Iteration   8: 3452.565 ns/op
Iteration   9: 3458.040 ns/op
Iteration  10: 3414.168 ns/op

# Run progress: 59.38% complete, ETA 00:32:53
# Fork: 2 of 2
# Warmup Iteration   1: 3976.318 ns/op
# Warmup Iteration   2: 3413.794 ns/op
# Warmup Iteration   3: 3470.655 ns/op
# Warmup Iteration   4: 3456.929 ns/op
# Warmup Iteration   5: 3434.857 ns/op
Iteration   1: 3448.636 ns/op
Iteration   2: 3463.253 ns/op
Iteration   3: 3449.093 ns/op
Iteration   4: 3470.627 ns/op
Iteration   5: 3453.461 ns/op
Iteration   6: 3449.560 ns/op
Iteration   7: 3440.455 ns/op
Iteration   8: 3459.466 ns/op
Iteration   9: 3430.019 ns/op
Iteration  10: 3426.526 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateNewTokenForNacosJwtParser48":
  3436.895 ±(99.9%) 19.460 ns/op [Average]
  (min, avg, max) = (3396.484, 3436.895, 3470.627), stdev = 22.410
  CI (99.9%): [3417.435, 3456.355] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateNewTokenForNacosJwtParser64

# Run progress: 62.50% complete, ETA 00:30:21
# Fork: 1 of 2
# Warmup Iteration   1: 3743.336 ns/op
# Warmup Iteration   2: 3387.562 ns/op
# Warmup Iteration   3: 3424.381 ns/op
# Warmup Iteration   4: 3409.474 ns/op
# Warmup Iteration   5: 3424.240 ns/op
Iteration   1: 3420.048 ns/op
Iteration   2: 3418.822 ns/op
Iteration   3: 3427.542 ns/op
Iteration   4: 3420.649 ns/op
Iteration   5: 3425.690 ns/op
Iteration   6: 3421.295 ns/op
Iteration   7: 3416.895 ns/op
Iteration   8: 3409.399 ns/op
Iteration   9: 3409.146 ns/op
Iteration  10: 3426.164 ns/op

# Run progress: 65.63% complete, ETA 00:27:49
# Fork: 2 of 2
# Warmup Iteration   1: 3903.750 ns/op
# Warmup Iteration   2: 3486.161 ns/op
# Warmup Iteration   3: 3514.798 ns/op
# Warmup Iteration   4: 3500.905 ns/op
# Warmup Iteration   5: 3507.016 ns/op
Iteration   1: 3492.507 ns/op
Iteration   2: 3496.609 ns/op
Iteration   3: 3496.488 ns/op
Iteration   4: 3486.855 ns/op
Iteration   5: 3491.861 ns/op
Iteration   6: 3476.446 ns/op
Iteration   7: 3472.601 ns/op
Iteration   8: 3496.040 ns/op
Iteration   9: 3487.498 ns/op
Iteration  10: 3499.195 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateNewTokenForNacosJwtParser64":
  3454.587 ±(99.9%) 31.885 ns/op [Average]
  (min, avg, max) = (3409.146, 3454.587, 3499.195), stdev = 36.719
  CI (99.9%): [3422.702, 3486.473] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateToken

# Run progress: 68.75% complete, ETA 00:25:17
# Fork: 1 of 2
# Warmup Iteration   1: 180433.661 ns/op
# Warmup Iteration   2: 155839.337 ns/op
# Warmup Iteration   3: 155927.305 ns/op
# Warmup Iteration   4: 156122.972 ns/op
# Warmup Iteration   5: 158476.040 ns/op
Iteration   1: 160446.590 ns/op
Iteration   2: 163992.748 ns/op
Iteration   3: 161660.853 ns/op
Iteration   4: 160084.566 ns/op
Iteration   5: 157849.462 ns/op
Iteration   6: 159919.929 ns/op
Iteration   7: 158332.411 ns/op
Iteration   8: 157593.422 ns/op
Iteration   9: 158223.835 ns/op
Iteration  10: 157856.351 ns/op

# Run progress: 71.88% complete, ETA 00:22:45
# Fork: 2 of 2
# Warmup Iteration   1: 184438.065 ns/op
# Warmup Iteration   2: 156862.346 ns/op
# Warmup Iteration   3: 157840.948 ns/op
# Warmup Iteration   4: 157315.017 ns/op
# Warmup Iteration   5: 158460.752 ns/op
Iteration   1: 158743.449 ns/op
Iteration   2: 157419.692 ns/op
Iteration   3: 159602.021 ns/op
Iteration   4: 158341.517 ns/op
Iteration   5: 157496.502 ns/op
Iteration   6: 157727.721 ns/op
Iteration   7: 159057.199 ns/op
Iteration   8: 158749.902 ns/op
Iteration   9: 159387.620 ns/op
Iteration  10: 158848.758 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureCreateToken":
  159066.727 ±(99.9%) 1396.910 ns/op [Average]
  (min, avg, max) = (157419.692, 159066.727, 163992.748), stdev = 1608.684
  CI (99.9%): [157669.817, 160463.638] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser32

# Run progress: 75.00% complete, ETA 00:20:14
# Fork: 1 of 2
# Warmup Iteration   1: 3812.456 ns/op
# Warmup Iteration   2: 3354.426 ns/op
# Warmup Iteration   3: 3381.831 ns/op
# Warmup Iteration   4: 3396.254 ns/op
# Warmup Iteration   5: 3413.080 ns/op
Iteration   1: 3410.667 ns/op
Iteration   2: 3411.180 ns/op
Iteration   3: 3412.482 ns/op
Iteration   4: 3418.931 ns/op
Iteration   5: 3418.882 ns/op
Iteration   6: 3419.542 ns/op
Iteration   7: 3429.903 ns/op
Iteration   8: 3406.468 ns/op
Iteration   9: 3428.166 ns/op
Iteration  10: 3450.672 ns/op

# Run progress: 78.13% complete, ETA 00:17:42
# Fork: 2 of 2
# Warmup Iteration   1: 3664.990 ns/op
# Warmup Iteration   2: 3323.287 ns/op
# Warmup Iteration   3: 3363.431 ns/op
# Warmup Iteration   4: 3369.854 ns/op
# Warmup Iteration   5: 3370.111 ns/op
Iteration   1: 3377.306 ns/op
Iteration   2: 3371.622 ns/op
Iteration   3: 3354.423 ns/op
Iteration   4: 3458.500 ns/op
Iteration   5: 3390.477 ns/op
Iteration   6: 3365.958 ns/op
Iteration   7: 3366.667 ns/op
Iteration   8: 3429.301 ns/op
Iteration   9: 3398.588 ns/op
Iteration  10: 3399.579 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser32":
  3405.966 ±(99.9%) 24.494 ns/op [Average]
  (min, avg, max) = (3354.423, 3405.966, 3458.500), stdev = 28.208
  CI (99.9%): [3381.471, 3430.460] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser48

# Run progress: 81.25% complete, ETA 00:15:10
# Fork: 1 of 2
# Warmup Iteration   1: 4317.549 ns/op
# Warmup Iteration   2: 3509.700 ns/op
# Warmup Iteration   3: 3589.871 ns/op
# Warmup Iteration   4: 3610.233 ns/op
# Warmup Iteration   5: 3638.147 ns/op
Iteration   1: 3629.983 ns/op
Iteration   2: 3604.804 ns/op
Iteration   3: 3621.374 ns/op
Iteration   4: 3665.841 ns/op
Iteration   5: 3605.858 ns/op
Iteration   6: 3634.590 ns/op
Iteration   7: 3603.311 ns/op
Iteration   8: 3634.918 ns/op
Iteration   9: 3606.881 ns/op
Iteration  10: 3585.082 ns/op

# Run progress: 84.38% complete, ETA 00:12:38
# Fork: 2 of 2
# Warmup Iteration   1: 4171.945 ns/op
# Warmup Iteration   2: 3560.339 ns/op
# Warmup Iteration   3: 3705.995 ns/op
# Warmup Iteration   4: 3541.031 ns/op
# Warmup Iteration   5: 3522.385 ns/op
Iteration   1: 3516.697 ns/op
Iteration   2: 3549.524 ns/op
Iteration   3: 3561.272 ns/op
Iteration   4: 3545.508 ns/op
Iteration   5: 3555.946 ns/op
Iteration   6: 3708.392 ns/op
Iteration   7: 3496.270 ns/op
Iteration   8: 3531.263 ns/op
Iteration   9: 3516.390 ns/op
Iteration  10: 3518.273 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser48":
  3584.609 ±(99.9%) 49.003 ns/op [Average]
  (min, avg, max) = (3496.270, 3584.609, 3708.392), stdev = 56.432
  CI (99.9%): [3535.605, 3633.612] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser64

# Run progress: 87.50% complete, ETA 00:10:06
# Fork: 1 of 2
# Warmup Iteration   1: 3931.984 ns/op
# Warmup Iteration   2: 3482.288 ns/op
# Warmup Iteration   3: 3526.555 ns/op
# Warmup Iteration   4: 3537.395 ns/op
# Warmup Iteration   5: 3568.611 ns/op
Iteration   1: 3499.101 ns/op
Iteration   2: 3536.052 ns/op
Iteration   3: 3557.605 ns/op
Iteration   4: 3525.130 ns/op
Iteration   5: 3509.979 ns/op
Iteration   6: 3528.427 ns/op
Iteration   7: 3502.389 ns/op
Iteration   8: 3550.400 ns/op
Iteration   9: 3531.946 ns/op
Iteration  10: 3540.201 ns/op

# Run progress: 90.63% complete, ETA 00:07:35
# Fork: 2 of 2
# Warmup Iteration   1: 3845.141 ns/op
# Warmup Iteration   2: 3460.753 ns/op
# Warmup Iteration   3: 3517.965 ns/op
# Warmup Iteration   4: 3492.652 ns/op
# Warmup Iteration   5: 3527.263 ns/op
Iteration   1: 3586.782 ns/op
Iteration   2: 3568.706 ns/op
Iteration   3: 3522.300 ns/op
Iteration   4: 3519.803 ns/op
Iteration   5: 3536.414 ns/op
Iteration   6: 3535.892 ns/op
Iteration   7: 3525.842 ns/op
Iteration   8: 3539.891 ns/op
Iteration   9: 3524.928 ns/op
Iteration  10: 3512.422 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidNewTokenForNacosJwtParser64":
  3532.710 ±(99.9%) 18.615 ns/op [Average]
  (min, avg, max) = (3499.101, 3532.710, 3586.782), stdev = 21.437
  CI (99.9%): [3514.096, 3551.325] (assumes normal distribution)


# JMH version: 1.35
# VM version: JDK 1.8.0_351, Java HotSpot(TM) 64-Bit Server VM, 25.351-b10
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_351.jdk/Contents/Home/jre/bin/java
# VM options: -Dvisualvm.id=26992660164041 -javaagent:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=49766:/Users/xx/Library/Application Support/JetBrains/Toolbox/apps/IDEA-U/ch-0/223.8214.52/IntelliJ IDEA.app/Contents/bin -Dfile.encoding=UTF-8
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidOldToken

# Run progress: 93.75% complete, ETA 00:05:03
# Fork: 1 of 2
# Warmup Iteration   1: 4991.787 ns/op
# Warmup Iteration   2: 4390.788 ns/op
# Warmup Iteration   3: 4430.166 ns/op
# Warmup Iteration   4: 4479.888 ns/op
# Warmup Iteration   5: 4489.498 ns/op
Iteration   1: 4481.399 ns/op
Iteration   2: 4573.224 ns/op
Iteration   3: 4430.033 ns/op
Iteration   4: 4491.040 ns/op
Iteration   5: 4418.299 ns/op
Iteration   6: 4446.570 ns/op
Iteration   7: 4464.746 ns/op
Iteration   8: 4471.027 ns/op
Iteration   9: 4470.607 ns/op
Iteration  10: 4409.962 ns/op

# Run progress: 96.88% complete, ETA 00:02:31
# Fork: 2 of 2
# Warmup Iteration   1: 5053.540 ns/op
# Warmup Iteration   2: 4408.905 ns/op
# Warmup Iteration   3: 4440.997 ns/op
# Warmup Iteration   4: 4464.073 ns/op
# Warmup Iteration   5: 4470.877 ns/op
Iteration   1: 4456.352 ns/op
Iteration   2: 4511.357 ns/op
Iteration   3: 4452.498 ns/op
Iteration   4: 4485.057 ns/op
Iteration   5: 4509.444 ns/op
Iteration   6: 4518.152 ns/op
Iteration   7: 4555.973 ns/op
Iteration   8: 4532.252 ns/op
Iteration   9: 4614.472 ns/op
Iteration  10: 4591.562 ns/op


Result "com.alibaba.nacos.microbench.plugin.auth.JwtTokenManagerBenchmark.measureValidOldToken":
  4494.201 ±(99.9%) 49.278 ns/op [Average]
  (min, avg, max) = (4409.962, 4494.201, 4614.472), stdev = 56.748
  CI (99.9%): [4444.924, 4543.479] (assumes normal distribution)


# Run complete. Total time: 01:20:55

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                                             Mode  Cnt       Score      Error   Units
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser32  thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser48  thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser64  thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureCreateToken                        thrpt   20      ≈ 10⁻⁵             ops/ns
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser32   thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser48   thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser64   thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureValidOldToken                      thrpt   20      ≈ 10⁻⁴             ops/ns
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser32   avgt   20    3342.923 ±   20.370   ns/op
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser48   avgt   20    3436.895 ±   19.460   ns/op
JwtTokenManager32Benchmark.measureCreateNewTokenForNacosJwtParser64   avgt   20    3454.587 ±   31.885   ns/op
JwtTokenManager32Benchmark.measureCreateToken                         avgt   20  159066.727 ± 1396.910   ns/op
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser32    avgt   20    3405.966 ±   24.494   ns/op
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser48    avgt   20    3584.609 ±   49.003   ns/op
JwtTokenManager32Benchmark.measureValidNewTokenForNacosJwtParser64    avgt   20    3532.710 ±   18.615   ns/op
JwtTokenManager32Benchmark.measureValidOldToken                       avgt   20    4494.201 ±   49.278   ns/op

Process finished with exit code 0
